epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2290.51,0.68837,0.49916,1.02957,0.7325,0.61377,0.67975,0.47995,1.28035,1.20265,1.48553,0.00013625,0.00013625,0.00013625
182,2303.14,0.67757,0.49411,1.01114,0.73519,0.59849,0.6798,0.47704,1.2933,1.25547,1.49899,0.000130062,0.000130062,0.000130062
183,2315.64,0.75218,0.54061,1.05884,0.73421,0.60867,0.67854,0.48114,1.28947,1.23329,1.49223,0.000123875,0.000123875,0.000123875
184,2328.39,0.73828,0.51994,1.03676,0.75936,0.58442,0.67348,0.47812,1.30729,1.23611,1.50713,0.000117687,0.000117687,0.000117687
185,2340.81,0.71283,0.51926,1.02269,0.72741,0.6075,0.68078,0.4832,1.28954,1.22878,1.48977,0.0001115,0.0001115,0.0001115
186,2353.36,0.67935,0.4858,1.0228,0.7695,0.58582,0.68072,0.48153,1.29975,1.22876,1.49554,0.000105312,0.000105312,0.000105312
187,2366.01,0.70867,0.49335,1.0216,0.74688,0.59764,0.68009,0.48115,1.2888,1.21853,1.49002,9.9125e-05,9.9125e-05,9.9125e-05
188,2378.64,0.69301,0.499,1.02385,0.77165,0.59006,0.68395,0.48139,1.29213,1.22321,1.48988,9.29375e-05,9.29375e-05,9.29375e-05
189,2391.24,0.69339,0.50299,1.03346,0.77233,0.58212,0.67831,0.48493,1.287,1.23656,1.49273,8.675e-05,8.675e-05,8.675e-05
190,2403.92,0.72175,0.55822,1.05743,0.71843,0.60977,0.67098,0.47689,1.28392,1.22968,1.47901,8.05625e-05,8.05625e-05,8.05625e-05
191,2417.59,0.7636,0.51308,1.08639,0.72205,0.60109,0.66674,0.46996,1.30193,1.24628,1.50367,7.4375e-05,7.4375e-05,7.4375e-05
192,2430.28,0.70027,0.47358,0.99032,0.69048,0.60888,0.66892,0.47186,1.29785,1.26812,1.50978,6.81875e-05,6.81875e-05,6.81875e-05
193,2442.76,0.68652,0.45837,0.9964,0.69344,0.6171,0.66922,0.4758,1.28968,1.25262,1.49771,6.2e-05,6.2e-05,6.2e-05
194,2455.37,0.69925,0.45844,0.99613,0.68731,0.61424,0.67105,0.47675,1.278,1.24744,1.48964,5.58125e-05,5.58125e-05,5.58125e-05
195,2467.8,0.66852,0.44599,0.98861,0.69218,0.6168,0.66835,0.47391,1.28223,1.21766,1.49089,4.9625e-05,4.9625e-05,4.9625e-05
196,2480.24,0.67009,0.43866,0.97959,0.70438,0.61057,0.6734,0.47492,1.28447,1.20849,1.49705,4.34375e-05,4.34375e-05,4.34375e-05
197,2492.78,0.69808,0.49612,1.00728,0.67689,0.63155,0.67252,0.47616,1.2869,1.22744,1.4994,3.725e-05,3.725e-05,3.725e-05
198,2505.24,0.67343,0.44083,0.99551,0.69642,0.61938,0.67571,0.47461,1.28648,1.22005,1.49628,3.10625e-05,3.10625e-05,3.10625e-05
199,2517.74,0.66231,0.43557,0.97622,0.68031,0.63547,0.67771,0.47508,1.28522,1.21739,1.49486,2.4875e-05,2.4875e-05,2.4875e-05
200,2530.28,0.69854,0.46392,0.9951,0.69946,0.61454,0.67194,0.47603,1.28878,1.2239,1.49962,1.86875e-05,1.86875e-05,1.86875e-05
