epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2293.54,0.78573,0.55745,1.06341,0.66094,0.64935,0.67724,0.47716,1.30967,1.26546,1.46987,0.000511625,0.000511625,0.000511625
181,2306.26,0.74543,0.55661,1.05726,0.68871,0.63697,0.68524,0.47726,1.32296,1.18253,1.47647,0.0005075,0.0005075,0.0005075
182,2319,0.73293,0.54276,1.03354,0.70781,0.62991,0.67252,0.47848,1.31049,1.20368,1.47424,0.000503375,0.000503375,0.000503375
183,2331.68,0.79179,0.57215,1.07123,0.66961,0.64639,0.67961,0.47666,1.30738,1.22017,1.4667,0.00049925,0.00049925,0.00049925
184,2344.35,0.7823,0.55184,1.05813,0.79238,0.57753,0.68768,0.48542,1.29851,1.20528,1.47915,0.000495125,0.000495125,0.000495125
185,2357.07,0.77798,0.56067,1.05863,0.7373,0.59447,0.67862,0.4836,1.28942,1.22686,1.48374,0.000491,0.000491,0.000491
186,2369.84,0.74131,0.52536,1.05409,0.66112,0.63052,0.67406,0.48472,1.30648,1.25089,1.48235,0.000486875,0.000486875,0.000486875
187,2382.5,0.7715,0.53276,1.05138,0.74093,0.58803,0.67643,0.49105,1.28319,1.26333,1.47568,0.00048275,0.00048275,0.00048275
188,2395.08,0.74295,0.54565,1.04922,0.72204,0.61039,0.67518,0.48438,1.27995,1.19744,1.46526,0.000478625,0.000478625,0.000478625
189,2407.8,0.75024,0.54763,1.05851,0.74313,0.58919,0.67765,0.47723,1.28163,1.16185,1.4663,0.0004745,0.0004745,0.0004745
190,2420.42,0.76609,0.62937,1.07057,0.72125,0.60594,0.67419,0.47976,1.29873,1.21186,1.50142,0.000470375,0.000470375,0.000470375
191,2433.18,0.75583,0.5507,1.0482,0.74831,0.60318,0.67435,0.47634,1.2866,1.2128,1.47389,0.00046625,0.00046625,0.00046625
192,2445.79,0.76067,0.54948,1.05899,0.72168,0.62382,0.68886,0.48881,1.28222,1.15617,1.45626,0.000462125,0.000462125,0.000462125
193,2458.45,0.73131,0.5154,1.04141,0.6799,0.6323,0.67999,0.48672,1.28377,1.22152,1.45355,0.000458,0.000458,0.000458
194,2471.23,0.74031,0.87096,1.03397,0.72868,0.61674,0.68552,0.49471,1.29831,1.22278,1.48011,0.000453875,0.000453875,0.000453875
195,2483.86,0.75045,0.53164,1.04759,0.66062,0.65043,0.68248,0.48355,1.30622,1.20923,1.49397,0.00044975,0.00044975,0.00044975
196,2496.73,0.76065,0.54111,1.05626,0.69756,0.61577,0.67554,0.47669,1.31582,1.21834,1.47913,0.000445625,0.000445625,0.000445625
197,2509.31,0.76103,0.54444,1.05984,0.77282,0.58092,0.68924,0.48918,1.31163,1.20305,1.47911,0.0004415,0.0004415,0.0004415
198,2521.96,0.77455,0.53563,1.04824,0.78126,0.57807,0.68006,0.48512,1.32081,1.19994,1.49231,0.000437375,0.000437375,0.000437375
199,2534.72,0.7489,0.52475,1.04305,0.72621,0.59403,0.68258,0.47797,1.30878,1.20636,1.46798,0.00043325,0.00043325,0.00043325
200,2547.6,0.74193,0.50412,1.05111,0.74471,0.59078,0.68118,0.48509,1.29455,1.22809,1.46892,0.000429125,0.000429125,0.000429125
201,2560.48,0.75198,0.53973,1.04588,0.76847,0.57851,0.68281,0.48384,1.31649,1.22763,1.48046,0.000425,0.000425,0.000425
202,2573.21,0.73827,0.5206,1.04439,0.71832,0.60827,0.6788,0.47747,1.31719,1.23377,1.51222,0.000420875,0.000420875,0.000420875
203,2585.89,0.73127,0.5417,1.05911,0.7,0.61317,0.66943,0.46878,1.31081,1.25259,1.49648,0.00041675,0.00041675,0.00041675
204,2598.67,0.74071,0.51959,1.04084,0.68636,0.62964,0.66823,0.46687,1.32254,1.2635,1.49122,0.000412625,0.000412625,0.000412625
205,2611.39,0.74204,0.52164,1.04052,0.70315,0.60952,0.67298,0.48151,1.31023,1.25036,1.49159,0.0004085,0.0004085,0.0004085
206,2624.27,0.73347,0.52049,1.03847,0.69448,0.63263,0.68091,0.47882,1.32571,1.23664,1.49985,0.000404375,0.000404375,0.000404375
207,2637.13,0.72804,0.50674,1.05021,0.73408,0.62943,0.68024,0.47991,1.32476,1.19886,1.49511,0.00040025,0.00040025,0.00040025
208,2649.88,0.74901,0.53125,1.04411,0.66207,0.6618,0.67923,0.47766,1.31261,1.20929,1.47048,0.000396125,0.000396125,0.000396125
209,2662.64,0.71598,0.5073,1.03247,0.66324,0.65522,0.68699,0.4801,1.31717,1.16189,1.49967,0.000392,0.000392,0.000392
210,2675.35,0.76433,0.52037,1.04653,0.67824,0.6509,0.68738,0.48436,1.31486,1.20057,1.51607,0.000387875,0.000387875,0.000387875
211,2688.17,0.7321,0.50077,1.07905,0.69564,0.63511,0.68965,0.49164,1.32896,1.19774,1.52635,0.00038375,0.00038375,0.00038375
212,2700.89,0.70382,0.49546,1.03385,0.7363,0.61899,0.68594,0.48637,1.31531,1.18102,1.49073,0.000379625,0.000379625,0.000379625
213,2713.48,0.75629,0.63238,1.04888,0.75625,0.58915,0.68011,0.48098,1.31264,1.23069,1.48718,0.0003755,0.0003755,0.0003755
214,2726.32,0.69084,0.48183,1.02796,0.65215,0.66395,0.68123,0.48237,1.3056,1.22237,1.47908,0.000371375,0.000371375,0.000371375
215,2739.06,0.71311,0.50616,1.03921,0.66391,0.64998,0.68433,0.48674,1.32744,1.19063,1.51339,0.00036725,0.00036725,0.00036725
216,2751.82,0.74656,0.57812,1.07676,0.75821,0.60188,0.67117,0.47064,1.32777,1.24943,1.5134,0.000363125,0.000363125,0.000363125
217,2764.5,0.70058,0.48405,1.01969,0.75081,0.5993,0.67844,0.47895,1.31404,1.18618,1.49611,0.000359,0.000359,0.000359
218,2777.23,0.72705,0.56233,1.04991,0.71124,0.63152,0.68193,0.48233,1.31293,1.24324,1.47981,0.000354875,0.000354875,0.000354875
219,2790.01,0.70834,0.49916,1.01667,0.75283,0.61348,0.68595,0.47773,1.31512,1.1975,1.48642,0.00035075,0.00035075,0.00035075
220,2802.65,0.69803,0.52569,1.03846,0.70168,0.62381,0.68398,0.48173,1.32817,1.25229,1.50194,0.000346625,0.000346625,0.000346625
221,2815.32,0.69005,0.48867,1.01007,0.67318,0.63511,0.68408,0.48455,1.31169,1.22302,1.48488,0.0003425,0.0003425,0.0003425
222,2828.07,0.69832,0.49545,1.02163,0.69863,0.62888,0.67978,0.48331,1.3059,1.23033,1.50707,0.000338375,0.000338375,0.000338375
223,2840.73,0.71664,0.50752,1.03083,0.73943,0.59417,0.67348,0.48386,1.29544,1.26347,1.49217,0.00033425,0.00033425,0.00033425
224,2853.51,0.71569,0.51518,1.03061,0.69471,0.64601,0.68622,0.48886,1.29743,1.21955,1.49304,0.000330125,0.000330125,0.000330125
225,2866.24,0.69133,0.481,1.02553,0.70483,0.63479,0.68651,0.47998,1.31851,1.22315,1.5268,0.000326,0.000326,0.000326
226,2878.99,0.7001,0.49379,1.02039,0.70519,0.62856,0.68616,0.48726,1.30535,1.21436,1.51506,0.000321875,0.000321875,0.000321875
227,2891.68,0.72195,0.51714,1.03066,0.71265,0.63445,0.67794,0.48526,1.29192,1.19325,1.49041,0.00031775,0.00031775,0.00031775
228,2904.41,0.68493,0.4916,1.01814,0.68765,0.635,0.68655,0.48329,1.30649,1.21428,1.49887,0.000313625,0.000313625,0.000313625
229,2917.18,0.74444,0.50566,1.0447,0.68626,0.63262,0.67931,0.47469,1.32368,1.24145,1.5249,0.0003095,0.0003095,0.0003095
230,2929.87,0.69159,0.48954,1.01597,0.69776,0.63773,0.67549,0.47685,1.32313,1.19977,1.54845,0.000305375,0.000305375,0.000305375
231,2942.53,0.71371,0.50397,1.08101,0.69332,0.65642,0.684,0.47797,1.32516,1.22484,1.54845,0.00030125,0.00030125,0.00030125
232,2955.36,0.6725,0.47082,1.01127,0.67701,0.64009,0.68138,0.47599,1.31495,1.22214,1.52326,0.000297125,0.000297125,0.000297125
233,2968.09,0.69645,0.49628,1.01901,0.69095,0.64754,0.68948,0.48386,1.31506,1.22158,1.52916,0.000293,0.000293,0.000293
234,2980.86,0.71148,0.51048,1.0328,0.69688,0.62624,0.69077,0.49123,1.30484,1.24122,1.50854,0.000288875,0.000288875,0.000288875
235,2993.52,0.68587,0.48849,1.01494,0.68123,0.64085,0.68309,0.48708,1.2955,1.21811,1.49699,0.00028475,0.00028475,0.00028475
236,3006.2,0.69369,0.48367,1.01911,0.67825,0.64369,0.68616,0.48667,1.29909,1.22502,1.5241,0.000280625,0.000280625,0.000280625
237,3018.98,0.68751,0.46873,1.00523,0.68113,0.63708,0.68205,0.48571,1.29648,1.23988,1.51808,0.0002765,0.0002765,0.0002765
238,3031.55,0.68368,0.4828,1.0249,0.69472,0.6261,0.67775,0.48261,1.29863,1.23833,1.49878,0.000272375,0.000272375,0.000272375
239,3044.24,0.69231,0.49423,1.01909,0.67774,0.64393,0.68018,0.48219,1.30707,1.23064,1.5032,0.00026825,0.00026825,0.00026825
240,3056.86,0.70134,0.49369,1.02442,0.67756,0.63643,0.68617,0.48561,1.30923,1.27518,1.50961,0.000264125,0.000264125,0.000264125
241,3069.45,0.67068,0.46124,1.00389,0.69142,0.62055,0.67523,0.4793,1.31599,1.26637,1.52709,0.00026,0.00026,0.00026
242,3082.19,0.68276,0.47761,1.02192,0.68207,0.63131,0.67767,0.48052,1.32138,1.25954,1.5277,0.000255875,0.000255875,0.000255875
243,3094.75,0.71486,0.55598,1.07443,0.68822,0.62675,0.67931,0.48511,1.3033,1.24639,1.50877,0.00025175,0.00025175,0.00025175
244,3107.57,0.69701,0.4939,1.01851,0.63492,0.65589,0.66735,0.47242,1.32138,1.28833,1.51924,0.000247625,0.000247625,0.000247625
245,3120.19,0.64625,0.46613,1.0062,0.63124,0.66429,0.67912,0.48869,1.29212,1.24968,1.49975,0.0002435,0.0002435,0.0002435
246,3132.88,0.71113,0.60618,1.03393,0.70247,0.60917,0.6829,0.48767,1.30809,1.23561,1.51531,0.000239375,0.000239375,0.000239375
247,3145.59,0.6375,0.4764,1.00217,0.74943,0.59374,0.67649,0.48019,1.29198,1.24703,1.48467,0.00023525,0.00023525,0.00023525
248,3158.3,0.68346,0.5682,1.06123,0.63747,0.66149,0.67039,0.47269,1.30972,1.27088,1.51468,0.000231125,0.000231125,0.000231125
249,3171.1,0.65037,0.4629,0.99484,0.64585,0.6444,0.67755,0.47611,1.31253,1.29712,1.50927,0.000227,0.000227,0.000227
250,3183.82,0.66174,0.4657,1.00278,0.66198,0.65358,0.68079,0.47801,1.30831,1.26338,1.50749,0.000222875,0.000222875,0.000222875
251,3196.42,0.66982,0.47633,1.00993,0.71589,0.60174,0.67681,0.48212,1.31827,1.26644,1.50564,0.00021875,0.00021875,0.00021875
252,3209.25,0.65366,0.45198,0.99823,0.65257,0.65596,0.68366,0.48495,1.31138,1.23795,1.5173,0.000214625,0.000214625,0.000214625
253,3221.94,0.68123,0.47192,1.01292,0.64545,0.67131,0.68706,0.48602,1.3183,1.22471,1.52111,0.0002105,0.0002105,0.0002105
254,3234.64,0.67964,0.46938,1.0159,0.76701,0.57894,0.68066,0.48078,1.32002,1.25545,1.51878,0.000206375,0.000206375,0.000206375
255,3247.33,0.65343,0.46281,1.00822,0.66124,0.6473,0.67963,0.48142,1.31273,1.22953,1.51605,0.00020225,0.00020225,0.00020225
256,3260,0.6613,0.48576,1.0109,0.69804,0.63509,0.68398,0.48852,1.32164,1.24269,1.51482,0.000198125,0.000198125,0.000198125
257,3272.73,0.64546,0.46883,1.00492,0.70746,0.62377,0.68688,0.48316,1.31263,1.24774,1.5108,0.000194,0.000194,0.000194
258,3285.39,0.66017,0.52823,0.99243,0.67625,0.65331,0.6847,0.48648,1.33131,1.2361,1.53459,0.000189875,0.000189875,0.000189875
259,3298.13,0.64942,0.46994,0.9971,0.68425,0.64493,0.68037,0.48341,1.32533,1.2377,1.53246,0.00018575,0.00018575,0.00018575
260,3310.87,0.66534,0.47271,1.01567,0.70665,0.64026,0.68225,0.48201,1.32004,1.22108,1.51961,0.000181625,0.000181625,0.000181625
261,3323.48,0.62505,0.44459,0.98536,0.67647,0.65367,0.6866,0.4864,1.31802,1.26103,1.52524,0.0001775,0.0001775,0.0001775
262,3336.22,0.63274,0.44293,0.98734,0.67035,0.6521,0.68246,0.48721,1.31118,1.26945,1.51308,0.000173375,0.000173375,0.000173375
263,3348.95,0.6658,0.46736,1.01214,0.6592,0.66393,0.68218,0.48826,1.31077,1.24777,1.52006,0.00016925,0.00016925,0.00016925
264,3361.62,0.64205,0.44404,0.9909,0.73464,0.59117,0.68661,0.4845,1.30807,1.26907,1.52177,0.000165125,0.000165125,0.000165125
265,3374.43,0.63976,0.44629,0.99958,0.74644,0.60327,0.68877,0.48688,1.30468,1.25031,1.51816,0.000161,0.000161,0.000161
266,3387.3,0.65169,0.45378,1.00453,0.67034,0.66108,0.6889,0.48408,1.30259,1.25369,1.52231,0.000156875,0.000156875,0.000156875
267,3400.04,0.63582,0.44623,0.98979,0.68471,0.65282,0.68477,0.48628,1.29935,1.2508,1.51318,0.00015275,0.00015275,0.00015275
268,3412.78,0.66329,0.47973,1.00912,0.69548,0.64524,0.68667,0.48491,1.30368,1.26826,1.52377,0.000148625,0.000148625,0.000148625
269,3425.4,0.63184,0.44718,0.98658,0.69967,0.63445,0.68868,0.48838,1.31692,1.26785,1.53088,0.0001445,0.0001445,0.0001445
270,3438.26,0.64949,0.46771,0.99587,0.69029,0.65097,0.69169,0.49083,1.30968,1.24023,1.52694,0.000140375,0.000140375,0.000140375
271,3451.04,0.6374,0.45129,0.99594,0.68378,0.63916,0.68942,0.48945,1.30385,1.25225,1.52185,0.00013625,0.00013625,0.00013625
272,3463.85,0.64241,0.46578,0.98954,0.67751,0.64415,0.68845,0.48808,1.29507,1.27041,1.52741,0.000132125,0.000132125,0.000132125
273,3476.52,0.6496,0.44365,0.98712,0.68614,0.63604,0.68605,0.48756,1.29913,1.25826,1.53787,0.000128,0.000128,0.000128
274,3489.29,0.65024,0.47413,0.99255,0.68832,0.64956,0.69086,0.49276,1.29481,1.23179,1.52258,0.000123875,0.000123875,0.000123875
275,3502.04,0.6242,0.4349,0.98282,0.69576,0.63958,0.68991,0.4918,1.29002,1.23311,1.51693,0.00011975,0.00011975,0.00011975
276,3514.72,0.63291,0.4336,0.98594,0.70418,0.63163,0.69223,0.49146,1.29697,1.24013,1.51908,0.000115625,0.000115625,0.000115625
277,3527.54,0.63517,0.44178,0.97971,0.68383,0.65541,0.69237,0.48987,1.29756,1.22921,1.51955,0.0001115,0.0001115,0.0001115
278,3540.28,0.61169,0.46636,0.98601,0.67283,0.64796,0.68754,0.48962,1.30649,1.25392,1.52025,0.000107375,0.000107375,0.000107375
279,3552.93,0.60153,0.4708,0.97612,0.67151,0.64454,0.68552,0.48523,1.30774,1.28205,1.52571,0.00010325,0.00010325,0.00010325
280,3565.64,0.6311,0.4517,0.99725,0.68106,0.64852,0.68235,0.48459,1.31294,1.27186,1.53067,9.9125e-05,9.9125e-05,9.9125e-05
281,3578.34,0.70575,0.48363,1.06186,0.68218,0.64563,0.68502,0.48235,1.31056,1.29001,1.53353,9.5e-05,9.5e-05,9.5e-05
282,3591.16,0.62057,0.44256,0.99682,0.67072,0.65342,0.68391,0.48423,1.31382,1.26971,1.54172,9.0875e-05,9.0875e-05,9.0875e-05
283,3603.82,0.6391,0.45972,0.98802,0.68151,0.65264,0.68688,0.48874,1.30539,1.2592,1.53188,8.675e-05,8.675e-05,8.675e-05
284,3616.52,0.59488,0.4204,0.9885,0.66902,0.65126,0.68585,0.48701,1.30086,1.26902,1.53004,8.2625e-05,8.2625e-05,8.2625e-05
285,3629.3,0.61109,0.42876,0.98537,0.68123,0.64014,0.68489,0.48375,1.30308,1.26203,1.53702,7.85e-05,7.85e-05,7.85e-05
286,3641.99,0.62905,0.44591,0.99658,0.69121,0.63456,0.68476,0.48267,1.31317,1.28417,1.54332,7.4375e-05,7.4375e-05,7.4375e-05
287,3654.68,0.62784,0.44939,0.98529,0.70602,0.63211,0.68504,0.48299,1.31236,1.26535,1.53838,7.025e-05,7.025e-05,7.025e-05
288,3667.37,0.62152,0.45057,0.99933,0.69396,0.6337,0.68425,0.4826,1.30827,1.26254,1.53315,6.6125e-05,6.6125e-05,6.6125e-05
289,3680.01,0.61896,0.44175,0.99225,0.68541,0.64718,0.68589,0.48335,1.31252,1.26469,1.53554,6.2e-05,6.2e-05,6.2e-05
290,3692.81,0.60889,0.42453,0.98807,0.69825,0.63524,0.68139,0.48271,1.31365,1.26062,1.53971,5.7875e-05,5.7875e-05,5.7875e-05
291,3706.51,0.6198,0.41257,0.96251,0.67077,0.64111,0.68041,0.47557,1.32503,1.29109,1.56301,5.375e-05,5.375e-05,5.375e-05
292,3719.4,0.6243,0.48526,0.97456,0.6734,0.63946,0.67742,0.47568,1.32794,1.26814,1.57689,4.9625e-05,4.9625e-05,4.9625e-05
293,3731.99,0.6082,0.4019,0.97096,0.65419,0.65588,0.68335,0.47571,1.33799,1.2495,1.58624,4.55e-05,4.55e-05,4.55e-05
294,3744.58,0.59643,0.39827,0.94879,0.6584,0.65017,0.68418,0.4792,1.34445,1.24594,1.59266,4.1375e-05,4.1375e-05,4.1375e-05
